X, Y
9075, 18153;
1377, 2757;
19430, 38863;
11480, 22963;
16430, 32863;
10392, 20787;
1051, 2105;
21968, 43939;
20245, 40493;
1724, 3451;
17811, 35625;
10008, 20019;
1264, 2531;
25909, 51821;
22171, 44345;
3304, 6611;
9014, 18031;
27294, 54591;
5024, 10051;
88, 179;
4768, 9539;
25451, 50905;
26453, 52909;
4388, 8779;
27070, 54143;
14799, 29601;
26675, 53353;
15533, 31069;
11768, 23539;
9437, 18877;
23313, 46629;
13889, 27781;
2760, 5523;
21229, 42461;
17396, 34795;
1180, 2363;
21270, 42543;
4929, 9861;
1016, 2035;
6319, 12641;
14612, 29227;
17128, 34259;
27792, 55587;
16800, 33603;
5644, 11291;
227, 457;
7994, 15991;
8721, 17445;
20646, 41295;
28039, 56081;
29494, 58991;
2725, 5453;
21134, 42271;
1010, 2023;
20393, 40789;
24000, 48003;
27942, 55887;
1505, 3013;
19229, 38461;
24719, 49441;
328, 659;
24817, 49637;
20507, 41017;
7497, 14997;
12910, 25823;
22245, 44493;
28668, 57339;
15028, 30059;
23621, 47245;
26456, 52915;
22524, 45051;
27882, 55767;
25663, 51329;
23507, 47017;
7312, 14627;
25437, 50877;
13720, 27443;
17905, 35813;
20218, 40439;
22553, 45109;
6332, 12667;
10432, 20867;
4378, 8759;
9289, 18581;
1463, 2929;
20843, 41689;
7047, 14097;
2253, 4509;
1469, 2941;
8982, 17967;
27102, 54207;
17194, 34391;
11275, 22553;
23050, 46103;
346, 695;
194, 391;
7485, 14973;
2578, 5159;
1445, 2893;
20006, 40015;
2418, 4839;
23588, 47179;
4078, 8159;
1034, 2071;
23549, 47101;
20292, 40587;
1804, 3611;
14424, 28851;
29869, 59741;
166, 335;
8450, 16903;
7559, 15121;
20447, 40897;
16147, 32297;
9459, 18921;
17996, 35995;
24834, 49671;
28045, 56093;
26391, 52785;
15714, 31431;
20603, 41209;
1030, 2063;
11551, 23105;
19079, 38161;
15514, 31031;
26222, 52447;
3062, 6127;
2247, 4497;
1741, 3485;
14652, 29307;
16024, 32051;
12796, 25595;
276, 555;
15599, 31201;
24359, 48721;
17302, 34607;
4021, 8045;
28421, 56845;
13884, 27771;
24728, 49459;
4913, 9829;
4427, 8857;
5243, 10489;
5347, 10697;
11894, 23791;
10054, 20111;
27242, 54487;
23991, 47985;
15702, 31407;
25298, 50599;
4739, 9481;
7031, 14065;
3896, 7795;
17417, 34837;
391, 785;
20652, 41307;
14862, 29727;
28774, 57551;
20758, 41519;
21069, 42141;
6535, 13073;
1322, 2647;
22653, 45309;
19774, 39551;
20101, 40205;
26879, 53761;
18383, 36769;
17686, 35375;
21201, 42405;
24796, 49595;
1031, 2065;
28709, 57421;
29966, 59935;
27688, 55379;
27788, 55579;
5302, 10607;
20715, 41433;
11298, 22599;
8486, 16975;
19345, 38693;
6045, 12093;
23168, 46339;
16880, 33763;
19396, 38795;
15501, 31005;
4950, 9903;
22463, 44929;
9123, 18249;
23117, 46237;
266, 535;
178, 359;
782, 1567;
25553, 51109;
25254, 50511;
5371, 10745;
1474, 2951;
172, 347;
21406, 42815;
4109, 8221;
22034, 44071;
23736, 47475;
7826, 15655;
677, 1357;
28424, 56851;
8746, 17495;
6533, 13069;
12382, 24767;
10118, 20239;
14245, 28493;
27759, 55521;
3280, 6563;
25826, 51655;
4286, 8575;
4576, 9155;
23944, 47891;
13778, 27559;
16864, 33731;
19175, 38353;
9326, 18655;
1396, 2795;
529, 1061;
2610, 5223;
25475, 50953;
2657, 5317;
22548, 45099;
6774, 13551;
14778, 29559;
2594, 5191;
10753, 21509;
1042, 2087;
16905, 33813;
739, 1481;
18642, 37287;
191, 385;
26815, 53633;
22856, 45715;
18031, 36065;
13738, 27479;
11032, 22067;
3038, 6079;
18188, 36379;
23285, 46573;
29967, 59937;
29363, 58729;
28065, 56133;
23098, 46199;
4467, 8937;
29992, 59987;
27802, 55607;
8834, 17671;
24637, 49277;
11301, 22605;
3792, 7587;
21142, 42287;
18209, 36421;
24670, 49343;
19641, 39285;
18787, 37577;
4195, 8393;
15829, 31661;
16859, 33721;
5539, 11081;
11244, 22491;
24736, 49475;
5767, 11537;
2234, 4471;
1693, 3389;
7917, 15837;
12739, 25481;
28894, 57791;
27619, 55241;
13379, 26761;
18312, 36627;
15995, 31993;
9612, 19227;
12811, 25625;
5934, 11871;
6358, 12719;
19929, 39861;
22862, 45727;
28196, 56395;
9712, 19427;
2004, 4011;
16832, 33667;
17124, 34251;
2477, 4957;
4579, 9161;
29182, 58367;
1782, 3567;
24629, 49261;
26270, 52543;
19732, 39467;
14420, 28843;
14235, 28473;
24542, 49087;
1042, 2087;
10559, 21121;
19645, 39293;
4118, 8239;
9216, 18435;
22544, 45091;
3947, 7897;
17895, 35793;
18239, 36481;
25985, 51973;
12747, 25497;
28142, 56287;
21490, 42983;
6733, 13469;
18171, 36345;
18145, 36293;
26061, 52125;
23524, 47051;
13561, 27125;
7130, 14263;
25676, 51355;
22884, 45771;
2192, 4387;
962, 1927;
13560, 27123;
1221, 2445;
9140, 18283;
3602, 7207;
25318, 50639;
11347, 22697;
11584, 23171;
13318, 26639;
24448, 48899;
18530, 37063;
3006, 6015;
18387, 36777;
16519, 33041;
20797, 41597;
27031, 54065;
20555, 41113;
8025, 16053;
12639, 25281;
9131, 18265;
8670, 17343;
2112, 4227;
10214, 20431;
29171, 58345;
29875, 59753;
21036, 42075;
12100, 24203;
868, 1739;
8440, 16883;
9682, 19367;
15416, 30835;
4375, 8753;
70, 143;
24020, 48043;
26877, 53757;
11432, 22867;
23656, 47315;
7763, 15529;
24769, 49541;
19932, 39867;
17037, 34077;
25826, 51655;
8024, 16051;
25478, 50959;
29820, 59643;
16525, 33053;
22834, 45671;
27563, 55129;
26168, 52339;
19226, 38455;
8074, 16151;
22244, 44491;
6404, 12811;
18318, 36639;
5345, 10693;
15108, 30219;
4984, 9971;
2547, 5097;
17835, 35673;
6395, 12793;
8149, 16301;
3161, 6325;
1048, 2099;
14842, 29687;
17558, 35119;
21787, 43577;
3893, 7789;
26584, 53171;
11079, 22161;
4707, 9417;
15492, 30987;
1205, 2413;
27034, 54071;
3824, 7651;
15753, 31509;
17885, 35773;
24760, 49523;
25623, 51249;
20439, 40881;
5614, 11231;
9941, 19885;
3336, 6675;
2155, 4313;
25150, 50303;
12039, 24081;
16211, 32425;
23078, 46159;
22391, 44785;
9048, 18099;
11435, 22873;
24705, 49413;
20868, 41739;
9498, 18999;
4585, 9173;
17020, 34043;
689, 1381;
26490, 52983;
14164, 28331;
16855, 33713;
5645, 11293;
22616, 45235;
17951, 35905;
19077, 38157;
20755, 41513;
19286, 38575;
5939, 11881;
5726, 11455;
858, 1719;
23343, 46689;
24367, 48737;
14612, 29227;
1914, 3831;
27, 57;
23469, 46941;
10344, 20691;
12416, 24835;
17296, 34595;
26056, 52115;
5277, 10557;
4244, 8491;
26746, 53495;
3547, 7097;
9517, 19037;
23752, 47507;
16750, 33503;
9354, 18711;
28092, 56187;
2435, 4873;
9035, 18073;
21767, 43537;
12106, 24215;
19471, 38945;
17731, 35465;
13454, 26911;
14764, 29531;
17984, 35971;
19945, 39893;
27442, 54887;
317, 637;
5463, 10929;
13962, 27927;
23004, 46011;
15569, 31141;
18469, 36941;
913, 1829;
24977, 49957;
8170, 16343;
116, 235;
14918, 29839;
12275, 24553;
1327, 2657;
17314, 34631;
27399, 54801;
13579, 27161;
7449, 14901;
16015, 32033;
2426, 4855;
9797, 19597;
29936, 59875;
186, 375;
305, 613;
12988, 25979;
27126, 54255;
29350, 58703;
22447, 44897;
19640, 39283;
23778, 47559;
2947, 5897;
7034, 14071;
11381, 22765;
14735, 29473;
2570, 5143;
18801, 37605;
28711, 57425;
9974, 19951;
13481, 26965;
7264, 14531;
2058, 4119;
29530, 59063;
25824, 51651;
1442, 2887;
1758, 3519;
4290, 8583;
25067, 50137;
502, 1007;
24003, 48009;
13740, 27483;
20129, 40261;
5605, 11213;
27937, 55877;
208, 419;
11932, 23867;
20051, 40105;
2300, 4603;
26691, 53385;
18074, 36151;
1044, 2091;
29094, 58191;
11021, 22045;
23587, 47177;
8753, 17509;
12421, 24845;
24253, 48509;
6252, 12507;
28299, 56601;
12822, 25647;
26475, 52953;
4732, 9467;
3919, 7841;
16690, 33383;
2846, 5695;
17549, 35101;
28891, 57785;
18321, 36645;
16447, 32897;
28853, 57709;
7424, 14851;
604, 1211;
16462, 32927;
14533, 29069;
856, 1715;
17191, 34385;
13012, 26027;
28018, 56039;
7130, 14263;
17486, 34975;
1177, 2357;
22706, 45415;
6059, 12121;
1327, 2657;
16150, 32303;
1897, 3797;
5175, 10353;
233, 469;
29741, 59485;
22085, 44173;
1153, 2309;
9140, 18283;
4632, 9267;
17894, 35791;
17591, 35185;
29697, 59397;
13216, 26435;
23107, 46217;
3082, 6167;
17170, 34343;
16527, 33057;
2377, 4757;
12477, 24957;
9709, 19421;
29287, 58577;
1941, 3885;
29307, 58617;
26206, 52415;
4436, 8875;
11139, 22281;
16109, 32221;
1339, 2681;
2096, 4195;
3511, 7025;
9356, 18715;
12779, 25561;
22502, 45007;
28829, 57661;
26548, 53099;
23337, 46677;
24905, 49813;
11613, 23229;
28154, 56311;
15622, 31247;
24293, 48589;
18225, 36453;
29632, 59267;
4141, 8285;
7494, 14991;
13513, 27029;
16391, 32785;
15979, 31961;
25240, 50483;
22767, 45537;
19076, 38155;
16495, 32993;
25951, 51905;
28263, 56529;
2037, 4077;
2254, 4511;
7017, 14037;
27417, 54837;
20661, 41325;
8266, 16535;
29952, 59907;
7794, 15591;
5518, 11039;
22355, 44713;
22628, 45259;
3847, 7697;
22223, 44449;
12494, 24991;
29048, 58099;
23419, 46841;
4511, 9025;
27158, 54319;
10683, 21369;
8867, 17737;
6033, 12069;
17472, 34947;
23674, 47351;
14057, 28117;
1145, 2293;
29348, 58699;
6980, 13963;
8430, 16863;
18045, 36093;
21144, 42291;
5791, 11585;
13684, 27371;
27759, 55521;
20607, 41217;
2505, 5013;
17018, 34039;
11866, 23735;
7683, 15369;
29153, 58309;
6056, 12115;
25690, 51383;
7582, 15167;
18295, 36593;
28142, 56287;
24497, 48997;
10079, 20161;
21537, 43077;
29289, 58581;
23064, 46131;
2795, 5593;
29312, 58627;
854, 1711;
28499, 57001;
29378, 58759;
27043, 54089;
5993, 11989;
21768, 43539;
3267, 6537;
890, 1783;
13968, 27939;
17617, 35237;
7155, 14313;
26509, 53021;
19891, 39785;
19600, 39203;
22394, 44791;
3565, 7133;
23535, 47073;
979, 1961;
15086, 30175;
24171, 48345;
23076, 46155;
3736, 7475;
11220, 22443;
20489, 40981;
11420, 22843;
17538, 35079;
6244, 12491;
7342, 14687;
22509, 45021;
13836, 27675;
29581, 59165;
23838, 47679;
2032, 4067;
2301, 4605;
12857, 25717;
8488, 16979;
24850, 49703;
12637, 25277;
11730, 23463;
22562, 45127;
795, 1593;
10664, 21331;
4101, 8205;
7570, 15143;
1774, 3551;
22785, 45573;
11206, 22415;
15918, 31839;
144, 291;
5592, 11187;
26516, 53035;
2311, 4625;
6829, 13661;
5615, 11233;
7422, 14847;
16641, 33285;
2343, 4689;
2921, 5845;
4454, 8911;
17030, 34063;
17872, 35747;
6180, 12363;
27653, 55309;
12667, 25337;
906, 1815;
2888, 5779;
19759, 39521;
17267, 34537;
29356, 58715;
7456, 14915;
27352, 54707;
1267, 2537;
984, 1971;
7465, 14933;
22104, 44211;
25111, 50225;
1259, 2521;
18025, 36053;
20331, 40665;
10659, 21321;
25141, 50285;
11778, 23559;
18556, 37115;
9243, 18489;
25098, 50199;
7, 17;
35, 73;
3398, 6799;
10856, 21715;
2398, 4799;
21484, 42971;
8465, 16933;
18905, 37813;
471, 945;
12378, 24759;
23425, 46853;
18331, 36665;
8652, 17307;
16939, 33881;
29931, 59865;
2511, 5025;
8185, 16373;
19678, 39359;
28263, 56529;
18959, 37921;
2941, 5885;
19059, 38121;
17026, 34055;
16243, 32489;
19825, 39653;
14450, 28903;
3635, 7273;
1942, 3887;
11945, 23893;
13870, 27743;
17937, 35877;
3332, 6667;
22153, 44309;
22603, 45209;
19394, 38791;
3095, 6193;
11290, 22583;
21886, 43775;
647, 1297;
17874, 35751;
19805, 39613;
28820, 57643;
27414, 54831;
23053, 46109;
4320, 8643;
17334, 34671;
15864, 31731;
3282, 6567;
17806, 35615;
20715, 41433;
24021, 48045;
1496, 2995;
9419, 18841;
1710, 3423;
12348, 24699;
590, 1183;
10945, 21893;
20706, 41415;
19912, 39827;
24618, 49239;
18676, 37355;
15667, 31337;
26959, 53921;
19555, 39113;
10013, 20029;
7294, 14591;
14172, 28347;
4779, 9561;
26165, 52333;
16292, 32587;
27104, 54211;
28545, 57093;
6608, 13219;
20668, 41339;
5156, 10315;
13398, 26799;
27564, 55131;
14423, 28849;
2818, 5639;
447, 897;
7562, 15127;
26631, 53265;
5461, 10925;
20490, 40983;
23868, 47739;
11810, 23623;
174, 351;
27972, 55947;
7936, 15875;
403, 809;
28233, 56469;
1290, 2583;
29196, 58395;
7698, 15399;
27711, 55425;
9455, 18913;
874, 1751;
14277, 28557;
12028, 24059;
16750, 33503;
17158, 34319;
28647, 57297;
2500, 5003;
20656, 41315;
24326, 48655;
26840, 53683;
11922, 23847;
28351, 56705;
2393, 4789;
14998, 29999;
11377, 22757;
27676, 55355;
15251, 30505;
522, 1047;
1487, 2977;
5726, 11455;
27896, 55795;
22726, 45455;
27967, 55937;
29725, 59453;
28374, 56751;
1773, 3549;
6557, 13117;
734, 1471;
25369, 50741;
19795, 39593;
4423, 8849;
28527, 57057;
281, 565;
2343, 4689;
13706, 27415;
12198, 24399;
7350, 14703;
670, 1343;
8795, 17593;
18213, 36429;
9127, 18257;
17651, 35305;
13896, 27795;
13712, 27427;
1295, 2593;
6395, 12793;
22190, 44383;
28450, 56903;
14161, 28325;
22413, 44829;
17451, 34905;
12109, 24221;
20518, 41039;
10066, 20135;
4950, 9903;
24224, 48451;
25325, 50653;
9977, 19957;
7598, 15199;
4078, 8159;
6466, 12935;
29567, 59137;
2465, 4933;
22701, 45405;
14801, 29605;
25517, 51037;
29167, 58337;
2204, 4411;
4460, 8923;
7394, 14791;
9085, 18173;
1193, 2389;
29276, 58555;
25874, 51751;
19246, 38495;
18705, 37413;
15861, 31725;
22031, 44065;
8735, 17473;
22217, 44437;
11374, 22751;
22023, 44049;
2385, 4773;
4125, 8253;
18159, 36321;
1054, 2111;
29789, 59581;
18583, 37169;
18410, 36823;
12638, 25279;
27747, 55497;
3106, 6215;
21935, 43873;
27933, 55869;
16196, 32395;
24943, 49889;
19259, 38521;
3678, 7359;
12049, 24101;
2968, 5939;
849, 1701;
22697, 45397;
13763, 27529;
3843, 7689;
22989, 45981;
15679, 31361;
12588, 25179;
2138, 4279;
22324, 44651;
10329, 20661;
2861, 5725;
19928, 39859;
14991, 29985;
13233, 26469;
12842, 25687;
16918, 33839;
21882, 43767;
25155, 50313;
139, 281;
8648, 17299;
28280, 56563;
18773, 37549;
7076, 14155;
19185, 38373;
7561, 15125;
19125, 38253;
16648, 33299;
24190, 48383;
22271, 44545;
17474, 34951;
23513, 47029;
3041, 6085;
6285, 12573;
22701, 45405;
28819, 57641;
16381, 32765;
27809, 55621;
13697, 27397;
20522, 41047;
15170, 30343;
14323, 28649;
1329, 2661;
29248, 58499;
21273, 42549;
1374, 2751;
9617, 19237;
16284, 32571;
25218, 50439;
17392, 34787;
10681, 21365;
24792, 49587;
11771, 23545;
11069, 22141;
4325, 8653;
25945, 51893;
16037, 32077;
14840, 29683;
20687, 41377;
22149, 44301;
882, 1767;
708, 1419;
13409, 26821;
2863, 5729;
28865, 57733;
15175, 30353;
2374, 4751;
20310, 40623;
17757, 35517;
16768, 33539;
10721, 21445;
13328, 26659;
2386, 4775;
2907, 5817;
27312, 54627;
7105, 14213;
14674, 29351;
13443, 26889;
21682, 43367;
22160, 44323;
8871, 17745;
7800, 15603;
19254, 38511;
25372, 50747;
1274, 2551;
22241, 44485;
7702, 15407;
10090, 20183;
28036, 56075;
14371, 28745;
708, 1419;
13859, 27721;
11426, 22855;
770, 1543;
452, 907;
29692, 59387;
13694, 27391;
6568, 13139;
24458, 48919;
12661, 25325;
8428, 16859;
29460, 58923;
27237, 54477;
3270, 6543;
22418, 44839;
16532, 33067;
19405, 38813;
12310, 24623;
10060, 20123;
29606, 59215;
24089, 48181;
16367, 32737;
18383, 36769;
13627, 27257;
276, 555;
3567, 7137;
4748, 9499;
19981, 39965;
1472, 2947;
25536, 51075;
29143, 58289;
26931, 53865;
27819, 55641;
1306, 2615;
19272, 38547;
25842, 51687;
17266, 34535;
28966, 57935;
26977, 53957;
9687, 19377;
17779, 35561;
23126, 46255;
10354, 20711;
8194, 16391;
15127, 30257;
11828, 23659;
27322, 54647;
2757, 5517;
9280, 18563;
15273, 30549;
6095, 12193;
29294, 58591;
21200, 42403;
26783, 53569;
11072, 22147;
7264, 14531;
3690, 7383;
22201, 44405;
5752, 11507;
29033, 58069;
9596, 19195;
16449, 32901;
1205, 2413;
25167, 50337;
3965, 7933;
8546, 17095;
1066, 2135;
1404, 2811;
1139, 2281;
407, 817;
12210, 24423;
5628, 11259;
11705, 23413;
29027, 58057;
1463, 2929;
27381, 54765;
21503, 43009;
4163, 8329;
28738, 57479;
24855, 49713;
11922, 23847;
12001, 24005;
22947, 45897;
25731, 51465;
14302, 28607;
24970, 49943;
14914, 29831;
11280, 22563;
11057, 22117;
5858, 11719;
9351, 18705;
9628, 19259;
4033, 8069;
1750, 3503;
18424, 36851;
1904, 3811;
29937, 59877;
3539, 7081;
12193, 24389;
28423, 56849;
17360, 34723;
18485, 36973;
16313, 32629;
25665, 51333;
18914, 37831;
515, 1033;
13954, 27911;
1379, 2761;
24868, 49739;
20185, 40373;
13425, 26853;
2433, 4869;
22858, 45719;
24101, 48205;
3983, 7969;
398, 799;
1611, 3225;
24470, 48943;
239, 481;
115, 233;
6175, 12353;
3026, 6055;
9345, 18693;
21327, 42657;
8135, 16273;
9576, 19155;
12886, 25775;
21838, 43679;
25999, 52001;
1541, 3085;
15077, 30157;
1660, 3323;
29840, 59683;
3050, 6103;
25790, 51583;
20172, 40347;
2632, 5267;
1645, 3293;
3228, 6459;
1108, 2219;
654, 1311;
10719, 21441;
6032, 12067;
25275, 50553;
18160, 36323;
479, 961;
12380, 24763;
1335, 2673;
11039, 22081;
15277, 30557;
29725, 59453;
1152, 2307;
21694, 43391;
22257, 44517;
21038, 42079;
26409, 52821;
12183, 24369;
11741, 23485;
9032, 18067;
19840, 39683;
24031, 48065;
13408, 26819;
15342, 30687;
24131, 48265;
2187, 4377;
14237, 28477;
2264, 4531;
22469, 44941;
26627, 53257;
12699, 25401;
11726, 23455;
5745, 11493;
19525, 39053;
1342, 2687;
3559, 7121;
20575, 41153;
19981, 39965;
13942, 27887;
1746, 3495;
12069, 24141;
1891, 3785;
29366, 58735;
23942, 47887;
15344, 30691;
5270, 10543;
2168, 4339;
15701, 31405;
20947, 41897;
3384, 6771;
22047, 44097;
6422, 12847;
2654, 5311;
3690, 7383;
10061, 20125;
10115, 20233;
22643, 45289;
14938, 29879;
23094, 46191;
2480, 4963;
17749, 35501;
20745, 41493;
23396, 46795;
5086, 10175;
1026, 2055;
18002, 36007;
26844, 53691;
8126, 16255;
20163, 40329;
1016, 2035;
1826, 3655;
12729, 25461;
17153, 34309;
28703, 57409;
9625, 19253;
28576, 57155;
12122, 24247;
16173, 32349;
26973, 53949;
18880, 37763;
2036, 4075;
1410, 2823;
740, 1483;
9736, 19475;
29969, 59941;
23479, 46961;
20786, 41575;
18030, 36063;
12260, 24523;
1091, 2185;
9884, 19771;
28302, 56607;
8612, 17227;
15380, 30763;
5216, 10435;
3220, 6443;
942, 1887;
27836, 55675;
163, 329;
26973, 53949;
10511, 21025;
1737, 3477;
14299, 28601;
9177, 18357;
2162, 4327;
11865, 23733;
6462, 12927;
1668, 3339;
23, 49;
28685, 57373;
26489, 52981;
12085, 24173;
565, 1133;
11790, 23583;
4518, 9039;
28774, 57551;
15041, 30085;
24142, 48287;
2168, 4339;
13685, 27373;
11839, 23681;
2273, 4549;
29625, 59253;
26714, 53431;
15065, 30133;
24235, 48473;
23543, 47089;
14778, 29559;
12206, 24415;
12171, 24345;
7290, 14583;
6923, 13849;
28268, 56539;
27000, 54003;
12665, 25333;
9210, 18423;
19233, 38469;
2539, 5081;
13965, 27933;
26377, 52757;
7758, 15519;
398, 799;
10597, 21197;
1101, 2205;
15678, 31359;
20819, 41641;
17596, 35195;
12919, 25841;
19605, 39213;
25272, 50547;
1928, 3859;
25953, 51909;
8492, 16987;
2569, 5141;
15476, 30955;
7051, 14105;
8988, 17979;
8791, 17585;
5521, 11045;
4374, 8751;
26393, 52789;
29383, 58769;
12360, 24723;
994, 1991;
29186, 58375;
18366, 36735;
5524, 11051;
19683, 39369;
23221, 46445;
4972, 9947;
2670, 5343;
10985, 21973;
15912, 31827;
22214, 44431;
17544, 35091;
2144, 4291;
14774, 29551;
649, 1301;
22333, 44669;
14980, 29963;
24502, 49007;
27004, 54011;
27848, 55699;
6905, 13813;
23122, 46247;
10229, 20461;
8117, 16237;
19307, 38617;
12439, 24881;
9374, 18751;
2198, 4399;
23666, 47335;
25032, 50067;
3705, 7413;
21495, 42993;
23480, 46963;
19192, 38387;
1778, 3559;
29844, 59691;
3421, 6845;
2775, 5553;
4181, 8365;
17865, 35733;
21658, 43319;
22477, 44957;
18351, 36705;
12873, 25749;
4005, 8013;
1813, 3629;
21433, 42869;
13075, 26153;
27349, 54701;
27980, 55963;
10018, 20039;
15010, 30023;
28423, 56849;
12122, 24247;
5964, 11931;
24676, 49355;
20288, 40579;
2111, 4225;
14091, 28185;
24686, 49375;
14740, 29483;
26210, 52423;
20137, 40277;
17262, 34527;
12102, 24207;
21622, 43247;
5421, 10845;
17121, 34245;
10288, 20579;
13103, 26209;
3804, 7611;
15750, 31503;
1381, 2765;
10084, 20171;
13569, 27141;
20498, 40999;
5910, 11823;
3476, 6955;
19178, 38359;
26149, 52301;
14770, 29543;
12926, 25855;
1075, 2153;
22397, 44797;
20049, 40101;
1211, 2425;
24647, 49297;
25962, 51927;
4691, 9385;
26575, 53153;
24355, 48713;
11393, 22789;
6724, 13451;
16272, 32547;
29533, 59069;
24213, 48429;
29699, 59401;
11686, 23375;
21861, 43725;
22755, 45513;
13348, 26699;
12132, 24267;
7180, 14363;
27277, 54557;
29330, 58663;
11541, 23085;
15938, 31879;
24394, 48791;
1353, 2709;
1307, 2617;
25124, 50251;
8795, 17593;
12643, 25289;
12404, 24811;
7478, 14959;
3521, 7045;
1137, 2277;
6062, 12127;
2540, 5083;
14765, 29533;
5100, 10203;
4573, 9149;
22128, 44259;
24632, 49267;
17484, 34971;
15354, 30711;
12447, 24897;
10580, 21163;
15929, 31861;
14766, 29535;
13140, 26283;
29442, 58887;
7168, 14339;
24351, 48705;
14570, 29143;
27078, 54159;
25961, 51925;
11530, 23063;
14076, 28155;
1368, 2739;
27031, 54065;
21266, 42535;
1903, 3809;
15773, 31549;
28719, 57441;
11351, 22705;
17075, 34153;
3029, 6061;
1469, 2941;
27211, 54425;
3909, 7821;
3094, 6191;
26451, 52905;
25025, 50053;
2681, 5365;
21241, 42485;
20851, 41705;
11847, 23697;
11894, 23791;
19347, 38697;
13870, 27743;
8118, 16239;
22914, 45831;
12711, 25425;
7822, 15647;
9735, 19473;
23168, 46339;
1769, 3541;
15154, 30311;
12136, 24275;
9910, 19823;
19366, 38735;
26680, 53363;
11407, 22817;
7380, 14763;
12755, 25513;
10336, 20675;
12111, 24225;
1026, 2055;
25635, 51273;
23405, 46813;
22377, 44757;
24410, 48823;
12173, 24349;
13263, 26529;
420, 843;
7366, 14735;
16429, 32861;
12160, 24323;
27936, 55875;
2283, 4569;
4410, 8823;
6188, 12379;
19175, 38353;
9846, 19695;
6456, 12915;
20116, 40235;
27589, 55181;
27093, 54189;
1647, 3297;
25908, 51819;
90, 183;
18681, 37365;
8091, 16185;
20003, 40009;
8045, 16093;
810, 1623;
7397, 14797;
8252, 16507;
1667, 3337;
1036, 2075;
3346, 6695;
14203, 28409;
18608, 37219;
23857, 47717;
6907, 13817;
13481, 26965;
24494, 48991;
25312, 50627;
18237, 36477;
8252, 16507;
21292, 42587;
20484, 40971;
27185, 54373;
13433, 26869;
27240, 54483;
11448, 22899;
4639, 9281;
4827, 9657;
7168, 14339;
17393, 34789;
4526, 9055;
26808, 53619;
12294, 24591;
3404, 6811;
21151, 42305;
18210, 36423;
18514, 37031;
25610, 51223;
16571, 33145;
12812, 25627;
17180, 34363;
12120, 24243;
24842, 49687;
10925, 21853;
11210, 22423;
24532, 49067;
26950, 53903;
14634, 29271;
11782, 23567;
26190, 52383;
27535, 55073;
14703, 29409;
16148, 32299;
1995, 3993;
27232, 54467;
28509, 57021;
29026, 58055;
13008, 26019;
26818, 53639;
9771, 19545;
9825, 19653;
14813, 29629;
19136, 38275;
24326, 48655;
4756, 9515;
5943, 11889;
6682, 13367;
21243, 42489;
18407, 36817;
7658, 15319;
830, 1663;
19479, 38961;
14913, 29829;
15375, 30753;
7795, 15593;
6605, 13213;
29276, 58555;
12875, 25753;
22872, 45747;
9367, 18737;
25301, 50605;
25752, 51507;
5261, 10525;
25824, 51651;
4991, 9985;
10312, 20627;
18864, 37731;
16674, 33351;
5885, 11773;
13127, 26257;
19851, 39705;
5964, 11931;
2400, 4803;
4256, 8515;
651, 1305;
54, 111;
16429, 32861;
15938, 31879;
3956, 7915;
17783, 35569;
17107, 34217;
22533, 45069;
28244, 56491;
28839, 57681;
1307, 2617;
29672, 59347;
26550, 53103;
15777, 31557;
4625, 9253;
5020, 10043;
19991, 39985;
28219, 56441;
14402, 28807;
20295, 40593;
3486, 6975;
24665, 49333;
14102, 28207;
7554, 15111;
25607, 51217;
13838, 27679;
22112, 44227;
23715, 47433;
21729, 43461;
18693, 37389;
7220, 14443;
322, 647;
11769, 23541;
27936, 55875;
5369, 10741;
3574, 7151;
12310, 24623;
18014, 36031;
25022, 50047;
14432, 28867;
12262, 24527;
13826, 27655;
210, 423;
24427, 48857;
17209, 34421;
8946, 17895;
1166, 2335;
14033, 28069;
20077, 40157;
8541, 17085;
11382, 22767;
19426, 38855;
1577, 3157;
15776, 31555;
5249, 10501;
18305, 36613;
14671, 29345;
28267, 56537;
28340, 56683;
4463, 8929;
507, 1017;
29215, 58433;
1477, 2957;
14540, 29083;
26097, 52197;
7035, 14073;
12575, 25153;
17882, 35767;
23910, 47823;
20856, 41715;
20818, 41639;
22789, 45581;
6621, 13245;
18033, 36069;
20109, 40221;
15136, 30275;
7013, 14029;
10887, 21777;
18302, 36607;
17138, 34279;
1345, 2693;
23876, 47755;
408, 819;
13297, 26597;
4504, 9011;
25215, 50433;
6759, 13521;
1309, 2621;
28014, 56031;
7807, 15617;
25376, 50755;
26672, 53347;
4307, 8617;
7523, 15049;
6781, 13565;
22597, 45197;
26458, 52919;
27072, 54147;
919, 1841;
22903, 45809;
23757, 47517;
13965, 27933;
16948, 33899;
18427, 36857;
8735, 17473;
24636, 49275;
21364, 42731;
608, 1219;
16034, 32071;
2346, 4695;
23687, 47377;
21253, 42509;
16762, 33527;
21817, 43637;
15825, 31653;
5372, 10747;
10066, 20135;
2235, 4473;
15216, 30435;
2239, 4481;
18510, 37023;
3731, 7465;
1437, 2877;
11120, 22243;
25152, 50307;
10646, 21295;
2369, 4741;
29877, 59757;
4894, 9791;
21816, 43635;
5147, 10297;
28755, 57513;
22452, 44907;
6500, 13003;
26895, 53793;
1866, 3735;
25238, 50479;
21931, 43865;
14512, 29027;
14658, 29319;
24409, 48821;
18337, 36677;
18769, 37541;
228, 459;
210, 423;
20612, 41227;
