X, Y, Z
2, 1225, 3687;
43, 3553, 14361;
40, 20630, 65094;
37, 571, 4455;
69, 28087, 93787;
50, 1, 5007;
59, 14765, 51261;
86, 20754, 77058;
49, 7443, 27135;
71, 10422, 41352;
36, 23636, 73504;
33, 12621, 40045;
16, 19566, 59214;
14, 1843, 5925;
19, 17653, 53685;
66, 9432, 37012;
42, 29530, 92122;
41, 23613, 74205;
29, 29549, 90333;
24, 26496, 80644;
87, 20769, 77449;
34, 20172, 62832;
62, 22415, 74937;
12, 17579, 53029;
64, 20798, 70590;
99, 2158, 26080;
99, 7586, 42364;
28, 18382, 56718;
18, 16354, 49714;
28, 17363, 53661;
77, 19167, 69363;
61, 15605, 54261;
17, 20081, 60825;
5, 27266, 81852;
12, 10739, 32509;
13, 319, 1299;
55, 26627, 85935;
9, 3410, 10396;
64, 1923, 13965;
98, 9055, 46377;
99, 21987, 85567;
56, 11506, 40794;
96, 16035, 66541;
9, 21533, 64765;
27, 13331, 41455;
25, 21090, 64524;
82, 5470, 29862;
16, 9938, 30330;
18, 13766, 41950;
93, 583, 19051;
96, 26929, 99223;
21, 8688, 26950;
94, 14821, 62139;
83, 16219, 62439;
86, 11152, 48252;
16, 8056, 24684;
35, 12171, 38967;
54, 2522, 13402;
14, 11871, 36009;
37, 2129, 9129;
98, 19081, 76455;
14, 5591, 17169;
51, 16506, 54724;
63, 7864, 31534;
43, 2018, 9756;
38, 5605, 19707;
86, 6702, 34902;
78, 15066, 57370;
67, 591, 10755;
64, 15535, 54801;
8, 6590, 19902;
90, 2572, 23920;
19, 5821, 18189;
69, 15232, 55222;
33, 20447, 63523;
78, 2580, 19912;
0, 22730, 68194;
33, 20475, 63607;
59, 23612, 77802;
83, 29933, 103581;
96, 22348, 85480;
97, 11412, 53058;
5, 6643, 19983;
30, 20806, 64222;
43, 12490, 41172;
24, 12565, 38851;
29, 7189, 23253;
57, 7412, 28738;
80, 721, 14967;
81, 29467, 101527;
26, 1274, 5178;
58, 10412, 37968;
4, 26720, 80196;
20, 5782, 18150;
3, 27819, 83479;
70, 3513, 20343;
90, 27276, 98032;
97, 284, 19674;
38, 14726, 47070;
39, 2380, 10186;
98, 26845, 99747;
67, 7254, 30744;
77, 28830, 98352;
3, 26343, 79051;
81, 29663, 102115;
94, 2722, 25842;
53, 792, 7998;
11, 23810, 71676;
90, 14035, 58309;
81, 21360, 77206;
38, 27087, 84153;
69, 24934, 84328;
45, 15403, 50263;
29, 469, 3093;
25, 15857, 48825;
19, 28612, 86562;
83, 529, 15369;
65, 21050, 71604;
69, 18784, 65878;
97, 24415, 92067;
63, 24288, 80806;
20, 15070, 46014;
65, 2370, 15564;
91, 5005, 31581;
48, 13737, 45823;
18, 17488, 53116;
9, 16305, 49081;
8, 1803, 5541;
52, 1408, 9636;
51, 12790, 43576;
61, 24636, 81354;
92, 26214, 95574;
54, 2029, 11923;
86, 1369, 18903;
81, 19555, 71791;
60, 7330, 29194;
5, 16779, 50391;
63, 4247, 20683;
75, 24607, 85075;
64, 22423, 75465;
36, 2668, 10600;
34, 1487, 6777;
19, 20056, 60894;
96, 2383, 25585;
80, 2211, 19437;
86, 15737, 62007;
70, 19821, 69267;
72, 14249, 53119;
45, 14841, 48577;
98, 4363, 32301;
8, 5040, 15252;
90, 18681, 72247;
64, 22633, 76095;
95, 27796, 101442;
47, 9191, 31995;
16, 18534, 56118;
58, 3747, 17973;
28, 23878, 73206;
29, 27084, 82938;
91, 7291, 38439;
36, 1885, 8251;
53, 12068, 41826;
29, 9870, 31296;
14, 19671, 59409;
93, 3005, 26317;
70, 25992, 87780;
7, 11598, 34896;
5, 8876, 26682;
0, 5120, 15364;
57, 927, 9283;
72, 28579, 96109;
78, 6467, 31573;
55, 20439, 67371;
70, 9451, 38157;
23, 23062, 70248;
35, 7799, 25851;
37, 8437, 28053;
10, 26048, 78348;
42, 166, 4030;
25, 9014, 28296;
12, 9410, 28522;
0, 7111, 21337;
26, 6981, 22299;
67, 1747, 14223;
16, 6363, 19605;
15, 24190, 73024;
98, 21082, 82458;
30, 4470, 15214;
79, 3983, 24435;
91, 24502, 90072;
76, 23357, 81627;
14, 24762, 74682;
38, 29795, 92277;
40, 5140, 18624;
1, 25790, 77376;
63, 19471, 66355;
22, 24719, 75129;
53, 11153, 39081;
32, 21406, 66270;
94, 15174, 63198;
53, 16255, 54387;
6, 23034, 69178;
30, 20244, 62536;
72, 3143, 19801;
85, 17235, 66159;
55, 28529, 91641;
53, 7497, 28113;
38, 21390, 67062;
68, 10591, 41025;
63, 16618, 57796;
24, 20445, 62491;
63, 27817, 91393;
19, 20140, 61146;
62, 24750, 81942;
53, 16480, 55062;
12, 23228, 69976;
30, 5238, 17518;
67, 9947, 38823;
64, 23769, 79503;
15, 974, 3376;
5, 5291, 15927;
26, 2530, 8946;
9, 17475, 52591;
90, 1545, 20839;
99, 9842, 49132;
63, 18184, 62494;
86, 13067, 53997;
49, 15950, 52656;
34, 12962, 41202;
21, 23270, 70696;
74, 16275, 59781;
35, 26798, 82848;
36, 22599, 70393;
97, 18921, 75585;
87, 26290, 94012;
22, 23266, 70770;
45, 24864, 78646;
0, 14547, 43645;
25, 26674, 81276;
10, 28676, 86232;
74, 1571, 15669;
56, 21815, 71721;
17, 29520, 89142;
89, 3652, 26802;
11, 1016, 3294;
28, 3585, 12327;
71, 9024, 37158;
90, 1892, 21880;
70, 2634, 17706;
27, 7148, 22906;
44, 19366, 61974;
34, 18748, 58560;
82, 14905, 58167;
6, 23050, 69226;
5, 5406, 16272;
14, 24119, 72753;
46, 5883, 21885;
26, 28223, 86025;
73, 27061, 91845;
67, 15828, 56466;
67, 28214, 93624;
42, 16838, 54046;
43, 12654, 41664;
21, 27942, 84712;
37, 12951, 41595;
91, 18859, 73143;
66, 24254, 81478;
48, 28500, 90112;
39, 25983, 80995;
2, 8015, 24057;
44, 19216, 61524;
37, 1562, 7428;
6, 23425, 70351;
86, 26856, 95364;
4, 25409, 76263;
20, 16966, 51702;
58, 20709, 68859;
22, 4606, 14790;
47, 9253, 32181;
52, 25660, 82392;
85, 20007, 74475;
84, 21487, 78577;
46, 26369, 83343;
36, 3186, 12154;
74, 23673, 81975;
17, 3692, 11658;
58, 2270, 13542;
97, 15349, 64869;
55, 2621, 13917;
82, 28666, 99450;
75, 8445, 36589;
62, 9442, 36018;
47, 16268, 53226;
62, 28273, 92511;
94, 10605, 49491;
59, 19181, 64509;
97, 25266, 94620;
38, 3968, 14796;
36, 8055, 26761;
90, 29662, 105190;
87, 19631, 74035;
7, 295, 987;
92, 5667, 33933;
25, 26639, 81171;
32, 3511, 12585;
59, 572, 8682;
85, 22511, 81987;
58, 752, 8988;
39, 435, 4351;
21, 6887, 21547;
25, 25423, 77523;
30, 4995, 16789;
70, 13502, 50310;
12, 9510, 28822;
71, 14120, 52446;
51, 3295, 15091;
55, 6057, 24225;
33, 9546, 30820;
46, 28500, 89736;
70, 1713, 14943;
18, 1144, 4084;
66, 29303, 96625;
15, 12577, 38185;
57, 3511, 17035;
13, 4834, 14844;
87, 12072, 51358;
68, 26578, 88986;
73, 17476, 63090;
3, 15573, 46741;
36, 4521, 16159;
51, 20765, 67501;
5, 21183, 63603;
26, 21232, 65052;
81, 1899, 18823;
43, 22955, 72567;
26, 10275, 32181;
69, 16647, 59467;
41, 26483, 82815;
76, 18843, 68085;
21, 2688, 8950;
22, 8866, 27570;
16, 5883, 18165;
42, 16639, 53449;
8, 585, 1887;
5, 10110, 30384;
69, 9680, 38566;
61, 1117, 10797;
93, 21700, 82402;
23, 18443, 56391;
41, 23779, 74703;
64, 6447, 27537;
42, 28845, 90067;
80, 18924, 69576;
30, 23544, 72436;
34, 12899, 41013;
63, 21139, 71359;
57, 5242, 22228;
64, 4650, 22146;
87, 27868, 98746;
40, 23401, 73407;
59, 21826, 72444;
35, 1636, 7362;
49, 23536, 75414;
32, 13879, 43689;
43, 29826, 93180;
67, 28649, 94929;
12, 26088, 78556;
78, 6295, 31057;
19, 22960, 69606;
7, 7886, 23760;
45, 28803, 90463;
44, 21304, 67788;
56, 2755, 14541;
51, 13435, 45511;
40, 23924, 74976;
19, 12894, 39408;
22, 23207, 70593;
27, 11310, 35392;
82, 22239, 80169;
61, 11872, 43062;
21, 2526, 8464;
13, 13175, 39867;
52, 27615, 88257;
79, 27688, 95550;
32, 24282, 74898;
46, 21180, 67776;
58, 2003, 12741;
75, 3511, 21787;
88, 12435, 52797;
30, 26039, 79921;
25, 924, 4026;
14, 21150, 63846;
57, 55, 6667;
67, 25587, 85743;
53, 26673, 85641;
27, 2182, 8008;
6, 28069, 84283;
98, 1059, 22389;
4, 19227, 57717;
35, 19369, 60561;
0, 1730, 5194;
54, 28300, 90736;
77, 17641, 64785;
47, 5975, 22347;
71, 9701, 39189;
51, 24998, 80200;
21, 6382, 20032;
78, 9842, 41698;
1, 17018, 51060;
44, 20094, 64158;
46, 446, 5574;
0, 9202, 27610;
13, 14690, 44412;
38, 26438, 82206;
43, 6052, 21858;
23, 11106, 34380;
18, 1920, 6412;
67, 15620, 55842;
29, 10559, 33363;
2, 6497, 19503;
61, 4974, 22368;
99, 14351, 62659;
37, 3041, 11865;
41, 11298, 37260;
34, 20983, 65265;
46, 24726, 78414;
32, 24094, 74334;
95, 29677, 107085;
3, 15002, 45028;
84, 488, 15580;
69, 22915, 78271;
0, 5019, 15061;
47, 3085, 13677;
57, 23789, 77869;
3, 2525, 7597;
63, 20765, 70237;
53, 24760, 79902;
58, 19643, 65661;
1, 5037, 15117;
85, 198, 15048;
7, 4918, 14856;
94, 25346, 93714;
79, 27850, 96036;
44, 2701, 11979;
8, 29399, 88329;
86, 353, 15855;
76, 3263, 21345;
73, 8348, 35706;
62, 18464, 63084;
59, 16654, 56928;
6, 3929, 11863;
38, 4051, 15045;
52, 10570, 37122;
9, 22387, 67327;
32, 26203, 80661;
8, 10806, 32550;
45, 7871, 27667;
38, 29323, 90861;
8, 26106, 78450;
26, 25258, 77130;
71, 6048, 28230;
91, 1913, 22305;
77, 8544, 37494;
61, 684, 9498;
77, 11842, 47388;
43, 12337, 40713;
7, 5933, 17901;
79, 15051, 57639;
33, 15532, 48778;
98, 25597, 96003;
74, 11761, 46239;
24, 809, 3583;
51, 16667, 55207;
32, 2761, 10335;
31, 180, 2466;
71, 19454, 68448;
37, 4734, 16944;
79, 8087, 36747;
47, 1599, 9219;
38, 2277, 9723;
44, 25850, 81426;
44, 17692, 56952;
29, 18320, 56646;
26, 19276, 59184;
49, 7783, 28155;
7, 21025, 63177;
96, 2170, 24946;
60, 20248, 67948;
30, 1441, 6127;
58, 20500, 68232;
51, 26626, 85084;
58, 2511, 14265;
29, 248, 2430;
30, 2228, 8488;
79, 29427, 100767;
55, 27421, 88317;
25, 18128, 55638;
95, 28312, 102990;
89, 17803, 69255;
63, 20128, 68326;
60, 1538, 11818;
15, 21929, 66241;
90, 2043, 22333;
28, 28747, 87813;
65, 105, 8769;
66, 1651, 13669;
29, 15083, 46935;
48, 21239, 68329;
76, 13462, 51942;
57, 24728, 80686;
32, 21492, 66528;
48, 13837, 46123;
21, 25164, 76378;
26, 28525, 86931;
59, 10788, 39330;
26, 26125, 79731;
97, 24325, 91797;
29, 299, 2583;
39, 12926, 41824;
88, 23818, 86946;
77, 14955, 56727;
39, 28528, 88630;
16, 3192, 10092;
83, 13100, 53082;
81, 13024, 52198;
66, 6411, 27949;
80, 24187, 85365;
69, 24365, 82621;
75, 1223, 14923;
2, 24163, 72501;
2, 613, 1851;
99, 18140, 74026;
1, 18680, 56046;
31, 4097, 14217;
48, 522, 6178;
80, 8093, 37083;
62, 17760, 60972;
21, 27713, 84025;
21, 25519, 77443;
88, 7911, 39225;
21, 13663, 41875;
38, 677, 4923;
27, 18062, 55648;
50, 1428, 9288;
36, 1112, 5932;
87, 9794, 44524;
3, 20310, 60952;
14, 14933, 45195;
51, 5988, 23170;
60, 21089, 70471;
48, 25768, 81916;
96, 22091, 84709;
91, 29136, 103974;
27, 1759, 6739;
8, 15258, 45906;
71, 10607, 41907;
47, 10650, 36372;
45, 5821, 21517;
31, 13368, 42030;
7, 12572, 37818;
63, 11256, 41710;
78, 1489, 16639;
9, 1534, 4768;
56, 7615, 29121;
36, 20945, 65431;
92, 16708, 67056;
28, 15455, 47937;
12, 13150, 39742;
41, 17473, 55785;
35, 10258, 33228;
68, 833, 11751;
88, 1246, 19230;
16, 12569, 38223;
96, 25485, 94891;
41, 17278, 55200;
4, 15995, 48021;
50, 20317, 65955;
1, 4057, 12177;
53, 3941, 17445;
19, 25188, 76290;
51, 13253, 44965;
99, 13425, 59881;
31, 24375, 75051;
80, 2028, 18888;
95, 13, 18093;
24, 3233, 10855;
81, 7594, 35908;
12, 19466, 58690;
64, 8549, 33843;
29, 8203, 26295;
0, 1130, 3394;
21, 29482, 89332;
5, 273, 873;
50, 11042, 38130;
62, 18579, 63429;
52, 3466, 15810;
65, 11466, 42852;
21, 22450, 68236;
62, 5944, 25524;
40, 3534, 13806;
14, 29003, 87405;
34, 17750, 55566;
17, 25055, 75747;
29, 28332, 86682;
26, 1029, 4443;
86, 25088, 90060;
69, 1491, 13999;
22, 13169, 40479;
5, 1948, 5898;
51, 4724, 19378;
85, 657, 16425;
16, 14458, 43890;
89, 24679, 89883;
30, 10957, 34675;
13, 8811, 26775;
12, 21435, 64597;
61, 22772, 75762;
9, 14071, 42379;
5, 6888, 20718;
45, 17724, 57226;
51, 5761, 22489;
33, 4915, 16927;
39, 8017, 27097;
51, 615, 7051;
70, 23940, 81624;
30, 21655, 66769;
62, 614, 9534;
89, 4220, 28506;
72, 9765, 39667;
62, 395, 8877;
99, 13015, 58651;
65, 20781, 70797;
77, 190, 12432;
57, 6733, 26701;
64, 1995, 14181;
10, 18178, 54738;
58, 19042, 63858;
12, 29038, 87406;
88, 23901, 87195;
69, 19430, 67816;
27, 12627, 39343;
41, 21586, 68124;
56, 282, 7122;
33, 22231, 68875;
6, 2442, 7402;
21, 948, 3730;
97, 28292, 103698;
17, 7274, 22404;
9, 28979, 87103;
51, 1776, 10534;
35, 23442, 72780;
94, 2581, 25419;
44, 17711, 57009;
54, 3703, 16945;
52, 5422, 21678;
50, 20644, 66936;
9, 26000, 78166;
10, 18543, 55833;
23, 11190, 34632;
87, 24789, 89509;
22, 18976, 57900;
7, 11536, 34710;
2, 28539, 85629;
69, 24507, 83047;
46, 26331, 83229;
61, 15672, 54462;
21, 15685, 47941;
12, 3407, 10513;
44, 24688, 77940;
63, 20503, 69451;
92, 6860, 37512;
88, 14874, 60114;
59, 4292, 19842;
92, 15284, 62784;
77, 9024, 38934;
78, 6076, 30400;
93, 23407, 87523;
57, 19814, 65944;
7, 17347, 52143;
38, 22888, 71556;
48, 21053, 67771;
60, 4700, 21304;
76, 18410, 66786;
96, 9318, 46390;
99, 10670, 51616;
2, 28694, 86094;
24, 13888, 42820;
21, 20624, 62758;
90, 2118, 22558;
71, 3306, 20004;
83, 1939, 19599;
12, 933, 3091;
30, 25854, 79366;
33, 2176, 8710;
55, 28004, 90066;
86, 23481, 85239;
50, 22497, 72495;
53, 1110, 8952;
84, 2699, 22213;
29, 3027, 10767;
93, 25199, 92899;
41, 1804, 8778;
91, 9105, 43881;
75, 28749, 97501;
93, 10798, 49696;
3, 28377, 85153;
4, 16708, 50160;
80, 5480, 29244;
22, 16981, 51915;
36, 22052, 68752;
83, 25191, 89355;
31, 19702, 61032;
97, 20559, 80499;
6, 28652, 86032;
82, 2095, 19737;
9, 7902, 23872;
17, 62, 768;
11, 22097, 66537;
90, 4807, 30625;
52, 2459, 12789;
97, 18805, 75237;
40, 26696, 83292;
22, 28109, 85299;
18, 4797, 15043;
96, 764, 20728;
63, 539, 9559;
87, 3283, 24991;
0, 10086, 30262;
4, 18448, 55380;
57, 1511, 11035;
66, 14303, 51625;
79, 19662, 71472;
36, 11424, 36868;
72, 13340, 50392;
12, 10219, 30949;
42, 8384, 28684;
74, 16849, 61503;
30, 21504, 66316;
13, 29541, 88965;
14, 10779, 32733;
53, 27260, 87402;
44, 11309, 37803;
50, 19120, 62364;
5, 1058, 3228;
96, 2683, 26485;
36, 19214, 60238;
23, 1186, 4620;
71, 6381, 29229;
53, 17695, 58707;
24, 8038, 25270;
70, 1492, 14280;
80, 19973, 72723;
67, 11725, 44157;
93, 24778, 91636;
74, 14101, 53259;
72, 10444, 41704;
37, 28763, 89031;
9, 18465, 55561;
81, 28167, 97627;
41, 25858, 80940;
4, 27560, 82716;
45, 6187, 22615;
30, 19840, 61324;
93, 6785, 37657;
49, 23362, 74892;
60, 199, 7801;
67, 6170, 27492;
86, 15794, 62178;
61, 23534, 78048;
41, 4460, 16746;
29, 4580, 15426;
8, 28694, 86214;
27, 16420, 50722;
49, 7617, 27657;
11, 15583, 46995;
18, 8382, 25798;
1, 13456, 40374;
15, 6660, 20434;
54, 25985, 83791;
6, 1955, 5941;
75, 13457, 51625;
6, 27031, 81169;
32, 2566, 9750;
60, 12303, 44113;
15, 20158, 60928;
58, 15534, 53334;
57, 20698, 68596;
58, 18, 6786;
15, 14684, 44506;
28, 18643, 57501;
33, 28992, 89158;
27, 414, 2704;
31, 14057, 44097;
9, 20835, 62671;
56, 5038, 21390;
84, 2555, 21781;
60, 19093, 64483;
23, 14, 1104;
49, 9310, 32736;
18, 1076, 3880;
62, 15556, 54360;
57, 3418, 16756;
94, 13567, 58377;
39, 16791, 53419;
67, 28557, 94653;
1, 14624, 43878;
26, 14642, 45282;
44, 17785, 57231;
49, 830, 7296;
25, 4878, 15888;
48, 4878, 19246;
84, 29905, 103831;
72, 19157, 67843;
3, 4899, 14719;
29, 28573, 87405;
60, 504, 8716;
9, 4232, 12862;
48, 566, 6310;
70, 29532, 98400;
81, 29279, 100963;
16, 10814, 32958;
62, 12912, 46428;
27, 14014, 43504;
25, 2521, 8817;
16, 24084, 72768;
22, 1997, 6963;
5, 4777, 14385;
14, 17676, 53424;
18, 5850, 18202;
3, 20640, 61942;
69, 15608, 56350;
66, 17940, 62536;
5, 26771, 80367;
12, 28172, 84808;
35, 13560, 43134;
33, 14560, 45862;
13, 25848, 77886;
66, 19595, 67501;
31, 2747, 10167;
42, 10692, 35608;
31, 16373, 51045;
64, 11370, 42306;
24, 13704, 42268;
63, 27429, 90229;
78, 17450, 64522;
45, 14923, 48823;
28, 23673, 72591;
68, 22016, 75300;
70, 5996, 27792;
90, 626, 18082;
97, 5851, 36375;
24, 23140, 70576;
39, 20290, 63916;
5, 29496, 88542;
59, 7874, 30588;
84, 24563, 87805;
71, 21864, 75678;
43, 20907, 66423;
24, 4786, 15514;
1, 308, 930;
45, 7247, 25795;
87, 9708, 44266;
55, 4647, 19995;
10, 22020, 66264;
99, 9115, 46951;
60, 6592, 26980;
25, 10766, 33552;
0, 12337, 37015;
57, 19620, 65362;
63, 26177, 86473;
19, 4425, 14001;
53, 20445, 66957;
83, 2502, 21288;
83, 7258, 35556;
85, 13615, 55299;
50, 2577, 12735;
15, 7377, 22585;
79, 15693, 59565;
17, 5642, 17508;
89, 2360, 22926;
28, 18345, 56607;
96, 9008, 45460;
6, 29592, 88852;
55, 10127, 36435;
65, 29862, 98040;
64, 14700, 52296;
46, 18826, 60714;
70, 15308, 55728;
60, 20773, 69523;
8, 1341, 4155;
9, 7176, 21694;
8, 23924, 71904;
91, 518, 18120;
79, 2309, 19413;
15, 5163, 15943;
79, 7027, 33567;
2, 29213, 87651;
37, 14009, 44769;
89, 27777, 99177;
99, 16840, 70126;
40, 4817, 17655;
61, 21634, 72348;
29, 11661, 36669;
36, 1238, 6310;
29, 5248, 17430;
78, 22813, 80611;
22, 14916, 45720;
97, 15317, 64773;
86, 4360, 27876;
2, 14955, 44877;
64, 11409, 42423;
41, 3438, 13680;
5, 17791, 53427;
58, 19234, 64434;
46, 466, 5634;
26, 5155, 16821;
61, 9900, 37146;
68, 29514, 97794;
51, 5976, 23134;
33, 29908, 91906;
31, 17804, 55338;
46, 14529, 47823;
40, 443, 4533;
16, 1147, 3957;
84, 974, 17038;
68, 6072, 27468;
45, 29508, 92578;
52, 18593, 61191;
61, 6232, 26142;
29, 11060, 34866;
4, 5266, 15834;
43, 18407, 58923;
84, 25536, 90724;
6, 9614, 28918;
17, 21749, 65829;
63, 10878, 40576;
42, 5331, 19525;
66, 6387, 27877;
4, 11526, 34614;
81, 10927, 45907;
44, 7441, 26199;
92, 4068, 29136;
22, 28749, 87219;
98, 21844, 84744;
0, 29998, 89998;
89, 135, 16251;
16, 1177, 4047;
74, 6749, 31203;
75, 12691, 49327;
24, 20244, 61888;
22, 10348, 32016;
72, 11596, 45160;
81, 26332, 92122;
91, 17017, 67617;
77, 11164, 45354;
55, 13753, 47313;
66, 24152, 81172;
92, 28855, 103497;
22, 8115, 25317;
89, 20431, 77139;
97, 6796, 39210;
6, 7539, 22693;
93, 1359, 21379;
91, 23757, 87837;
67, 11183, 42531;
36, 10149, 33043;
55, 18371, 61167;
94, 9094, 44958;
9, 21551, 64819;
78, 21020, 75232;
85, 13749, 55701;
88, 16609, 65319;
59, 2043, 13095;
15, 23545, 71089;
26, 29054, 88518;
12, 26713, 80431;
98, 1479, 23649;
16, 26927, 81297;
36, 21437, 66907;
81, 29822, 102592;
7, 8604, 25914;
23, 15113, 46401;
92, 23812, 88368;
71, 18291, 64959;
57, 10581, 38245;
73, 14500, 54162;
37, 601, 4545;
7, 1599, 4899;
35, 25362, 78540;
73, 18289, 65529;
73, 18871, 67275;
38, 25404, 79104;
23, 15609, 47889;
87, 29621, 104005;
1, 13962, 41892;
50, 23226, 74682;
77, 5856, 29430;
34, 26888, 82980;
68, 1591, 14025;
69, 26460, 88906;
34, 26325, 81291;
62, 15065, 52887;
3, 15505, 46537;
92, 10410, 48162;
17, 11670, 35592;
14, 1976, 6324;
28, 101, 1875;
53, 6334, 24624;
2, 15129, 45399;
51, 11211, 38839;
3, 18415, 55267;
18, 7367, 22753;
5, 17157, 51525;
44, 25962, 81762;
75, 21858, 76828;
63, 25993, 85921;
55, 16695, 56139;
96, 29059, 105613;
79, 868, 15090;
35, 8155, 26919;
34, 11838, 37830;
83, 6694, 33864;
11, 24976, 75174;
60, 29992, 97180;
32, 992, 5028;
40, 21562, 67890;
82, 8435, 38757;
19, 23534, 71328;
56, 4499, 19773;
0, 14326, 42982;
95, 20623, 79923;
81, 14402, 56332;
9, 8452, 25522;
18, 18793, 57031;
81, 27099, 94423;
49, 19530, 63396;
89, 27283, 97695;
22, 4339, 13989;
97, 11584, 53574;
43, 914, 6444;
59, 22996, 75954;
55, 969, 8961;
35, 20126, 62832;
2, 19831, 59505;
70, 8720, 35964;
44, 15477, 50307;
1, 29125, 87381;
31, 27087, 83187;
24, 8899, 27853;
82, 852, 16008;
52, 461, 6795;
56, 11583, 41025;
59, 7196, 28554;
8, 10007, 30153;
58, 6014, 24774;
2, 14291, 42885;
31, 13183, 41475;
22, 9538, 29586;
50, 20984, 67956;
3, 15018, 45076;
94, 18438, 72990;
19, 8880, 27366;
60, 9997, 37195;
37, 6263, 21531;
71, 5884, 27738;
63, 13324, 47914;
88, 9682, 44538;
97, 22018, 84876;
96, 12385, 55591;
17, 297, 1473;
19, 18513, 56265;
85, 23205, 84069;
8, 15209, 45759;
38, 571, 4605;
34, 8202, 26922;
2, 207, 633;
17, 2812, 9018;
65, 28268, 93258;
22, 21102, 64278;
7, 340, 1122;
27, 567, 3163;
73, 17497, 63153;
82, 25954, 91314;
64, 28122, 92562;
55, 18666, 62052;
22, 27778, 84306;
96, 23490, 88906;
24, 7550, 23806;
17, 20504, 62094;
32, 3342, 12078;
92, 8667, 42933;
64, 4397, 21387;
66, 9851, 38269;
90, 580, 17944;
67, 18928, 65766;
29, 19004, 58698;
43, 7421, 25965;
92, 28931, 103725;
46, 6326, 23214;
94, 12305, 54591;
4, 15168, 45540;
29, 19290, 59556;
96, 25048, 93580;
99, 20647, 81547;
30, 1046, 4942;
62, 19697, 66783;
16, 13427, 40797;
3, 28941, 86845;
78, 2570, 19882;
34, 27023, 83385;
64, 22427, 75477;
7, 28136, 84510;
44, 21461, 68259;
60, 19153, 64663;
83, 5845, 31317;
9, 27629, 83053;
17, 4330, 13572;
12, 10409, 31519;
84, 24219, 86773;
38, 22632, 70788;
28, 7659, 24549;
90, 29149, 103651;
52, 10459, 36789;
13, 14775, 44667;
29, 22833, 70185;
33, 17540, 54802;
41, 14712, 47502;
98, 20431, 80505;
29, 18248, 56430;
21, 13964, 42778;
58, 10951, 39585;
79, 1207, 16107;
71, 1904, 15798;
5, 28215, 84699;
47, 18963, 61311;
90, 11528, 50788;
63, 6173, 26461;
38, 2713, 11031;
11, 17434, 52548;
40, 6259, 21981;
2, 27512, 82548;
59, 23580, 77706;
81, 8590, 38896;
0, 29243, 87733;
71, 19421, 68349;
83, 27900, 97482;
86, 5013, 29835;
54, 29110, 93166;
89, 4187, 28407;
82, 22988, 82416;
98, 4169, 31719;
9, 23249, 69913;
94, 8502, 43182;
32, 1215, 5697;
23, 16184, 49614;
10, 20105, 60519;
89, 19560, 74526;
80, 22559, 80481;
89, 13797, 57237;
34, 27506, 84834;
85, 27164, 95946;
50, 1465, 9399;
12, 1094, 3574;
72, 15924, 58144;
65, 20785, 70809;
10, 2047, 6345;
9, 4420, 13426;
77, 521, 13425;
90, 7102, 37510;
95, 373, 19173;
41, 18238, 58080;
98, 12608, 57036;
