,X,Y,Z
1075, 1, 1335, 4011
1076, 12, 11934, 36094
1077, 43, 5408, 19926
1078, 71, 22333, 77085
1079, 36, 13480, 43036
1080, 91, 13759, 57843
1081, 29, 26855, 82251
1082, 11, 19443, 58575
1083, 13, 18872, 56958
1084, 7, 13620, 40962
1085, 55, 14064, 48246
1086, 53, 1678, 10656
1087, 91, 22941, 85389
1088, 19, 1267, 4527
1089, 32, 19083, 59301
1090, 84, 27085, 95371
1091, 46, 525, 5811
1092, 64, 23813, 79635
1093, 16, 29945, 90351
1094, 64, 11780, 43536
1095, 79, 757, 14757
1096, 89, 2599, 23643
1097, 95, 6641, 37977
1098, 31, 20888, 64590
1099, 85, 13045, 53589
1100, 85, 6699, 34551
1101, 14, 3101, 9699
1102, 23, 22918, 69816
1103, 20, 17378, 52938
1104, 85, 1365, 18549
1105, 51, 14746, 49444
1106, 46, 25053, 79395
1107, 29, 22338, 68700
1108, 43, 9727, 32883
1109, 92, 10364, 48024
1110, 17, 2319, 7539
1111, 3, 25300, 75922
1112, 0, 11573, 34723
1113, 75, 17223, 62923
1114, 26, 27235, 83061
1115, 36, 25862, 80182
1116, 23, 3865, 12657
1117, 21, 71, 1099
1118, 38, 2710, 11022
1119, 37, 27005, 83757
1120, 51, 24944, 80038
1121, 30, 6137, 20215
1122, 47, 15414, 50664
1123, 42, 23953, 75391
1124, 5, 18771, 56367
1125, 15, 11696, 35542
1126, 34, 261, 3099
1127, 91, 13517, 57117
1128, 52, 17327, 57393
1129, 81, 28657, 99097
1130, 82, 14748, 57696
1131, 30, 23923, 73573
1132, 7, 15814, 47544
1133, 48, 11014, 37654
1134, 24, 20998, 64150
1135, 10, 1271, 4017
1136, 95, 2172, 24570
1137, 64, 27311, 90129
1138, 45, 26144, 82486
1139, 86, 11391, 48969
1140, 2, 23242, 69738
1141, 87, 365, 16237
1142, 36, 22576, 70324
1143, 32, 3433, 12351
1144, 1, 18014, 54048
1145, 80, 7925, 36579
1146, 37, 347, 3783
1147, 71, 19909, 69813
1148, 59, 9209, 34593
1149, 22, 22739, 69189
1150, 58, 1773, 12051
1151, 53, 1238, 9336
1152, 24, 29184, 88708
1153, 31, 10948, 34770
1154, 54, 24805, 80251
1155, 69, 3990, 21496
1156, 22, 16940, 51792
1157, 97, 26955, 99687
1158, 21, 1350, 4936
1159, 89, 13615, 56691
1160, 3, 522, 1588
1161, 1, 17245, 51741
1162, 73, 27768, 93966
1163, 69, 7043, 30655
1164, 62, 4988, 22656
1165, 99, 7909, 43333
1166, 1, 26916, 80754
1167, 47, 2981, 13365
1168, 41, 13621, 44229
1169, 4, 17729, 53223
1170, 28, 16844, 52104
1171, 74, 1629, 15843
1172, 82, 15169, 58959
1173, 96, 24515, 91981
1174, 74, 18256, 65724
1175, 35, 10408, 33678
1176, 15, 6011, 18487
1177, 60, 17457, 59575
1178, 92, 1402, 21138
1179, 11, 24629, 74133
1180, 35, 12821, 40917
1181, 20, 4421, 14067
1182, 59, 3427, 17247
1183, 51, 28649, 91153
1184, 20, 4627, 14685
1185, 42, 6957, 24403
1186, 81, 12828, 51610
1187, 53, 17500, 58122
1188, 0, 21968, 65908
1189, 85, 10252, 45210
1190, 96, 15622, 65302
1191, 14, 6234, 19098
1192, 23, 1608, 5886
1193, 28, 1863, 7161
1194, 9, 5226, 15844
1195, 23, 26980, 82002
1196, 28, 1117, 4923
1197, 21, 14329, 43873
1198, 58, 28962, 93618
1199, 94, 15404, 63888
1200, 32, 10082, 32298
1201, 2, 400, 1212
1202, 32, 28446, 87390
1203, 40, 12572, 40920
1204, 57, 115, 6847
1205, 63, 1070, 11152
1206, 33, 28128, 86566
1207, 45, 26831, 84547
1208, 16, 411, 1749
1209, 5, 15161, 45537
1210, 56, 16640, 56196
1211, 69, 14487, 52987
1212, 24, 14251, 43909
1213, 93, 3851, 28855
1214, 36, 12457, 39967
1215, 87, 12021, 51205
1216, 13, 26602, 80148
1217, 23, 16755, 51327
1218, 89, 18970, 72756
1219, 69, 26660, 89506
1220, 38, 21120, 66252
1221, 84, 10802, 46522
1222, 51, 38, 5320
1223, 21, 12943, 39715
1224, 79, 9786, 41844
1225, 48, 17278, 56446
1226, 81, 7092, 34402
1227, 26, 854, 3918
1228, 3, 3641, 10945
1229, 17, 1666, 5580
1230, 15, 1807, 5875
1231, 40, 15053, 48363
1232, 31, 6771, 22239
1233, 74, 6109, 29283
1234, 72, 10327, 41353
1235, 84, 14588, 57880
1236, 21, 768, 3190
1237, 56, 17439, 58593
1238, 29, 11807, 37107
1239, 41, 16928, 54150
1240, 62, 1374, 11814
1241, 33, 19535, 60787
1242, 44, 21453, 68235
1243, 74, 13097, 50247
1244, 45, 29437, 92365
1245, 0, 615, 1849
1246, 34, 6190, 20886
1247, 73, 1595, 15447
1248, 86, 22980, 83736
1249, 46, 13782, 45582
1250, 21, 799, 3283
1251, 38, 10029, 32979
1252, 88, 18043, 69621
1253, 84, 28669, 100123
1254, 63, 17940, 61762
1255, 14, 6156, 18864
1256, 51, 14478, 48640
1257, 99, 179, 20143
1258, 25, 11413, 35493
1259, 68, 26009, 87279
1260, 98, 12225, 55887
1261, 71, 23233, 79785
1262, 44, 23740, 75096
1263, 16, 27591, 83289
1264, 46, 5286, 20094
1265, 88, 16486, 64950
1266, 52, 26552, 85068
1267, 22, 27198, 82566
1268, 50, 28968, 91908
1269, 24, 16340, 50176
1270, 28, 10829, 34059
1271, 87, 26843, 95671
1272, 92, 980, 19872
1273, 39, 2690, 11116
1274, 52, 2082, 11658
1275, 37, 27693, 85821
1276, 6, 25163, 75565
1277, 85, 23448, 84798
1278, 83, 13874, 55404
1279, 2, 1225, 3687
1280, 43, 3553, 14361
1281, 40, 20630, 65094
1282, 37, 571, 4455
1283, 69, 28087, 93787
1284, 50, 1, 5007
1285, 59, 14765, 51261
1286, 86, 20754, 77058
1287, 49, 7443, 27135
1288, 71, 10422, 41352
1289, 36, 23636, 73504
1290, 33, 12621, 40045
1291, 16, 19566, 59214
1292, 14, 1843, 5925
1293, 19, 17653, 53685
1294, 66, 9432, 37012
1295, 42, 29530, 92122
1296, 41, 23613, 74205
1297, 29, 29549, 90333
1298, 24, 26496, 80644
1299, 87, 20769, 77449
1300, 34, 20172, 62832
1301, 62, 22415, 74937
1302, 12, 17579, 53029
1303, 64, 20798, 70590
1304, 99, 2158, 26080
1305, 99, 7586, 42364
1306, 28, 18382, 56718
1307, 18, 16354, 49714
1308, 28, 17363, 53661
1309, 77, 19167, 69363
1310, 61, 15605, 54261
1311, 17, 20081, 60825
1312, 5, 27266, 81852
1313, 12, 10739, 32509
1314, 13, 319, 1299
1315, 55, 26627, 85935
1316, 9, 3410, 10396
1317, 64, 1923, 13965
1318, 98, 9055, 46377
1319, 99, 21987, 85567
1320, 56, 11506, 40794
1321, 96, 16035, 66541
1322, 9, 21533, 64765
1323, 27, 13331, 41455
1324, 25, 21090, 64524
1325, 82, 5470, 29862
1326, 16, 9938, 30330
1327, 18, 13766, 41950
1328, 93, 583, 19051
1329, 96, 26929, 99223
1330, 21, 8688, 26950
1331, 94, 14821, 62139
1332, 83, 16219, 62439
1333, 86, 11152, 48252
1334, 16, 8056, 24684
1335, 35, 12171, 38967
1336, 54, 2522, 13402
1337, 14, 11871, 36009
1338, 37, 2129, 9129
1339, 98, 19081, 76455
1340, 14, 5591, 17169
1341, 51, 16506, 54724
1342, 63, 7864, 31534
1343, 43, 2018, 9756
1344, 38, 5605, 19707
1345, 86, 6702, 34902
1346, 78, 15066, 57370
1347, 67, 591, 10755
1348, 64, 15535, 54801
1349, 8, 6590, 19902
1350, 90, 2572, 23920
1351, 19, 5821, 18189
1352, 69, 15232, 55222
1353, 33, 20447, 63523
1354, 78, 2580, 19912
1355, 0, 22730, 68194
1356, 33, 20475, 63607
1357, 59, 23612, 77802
1358, 83, 29933, 103581
1359, 96, 22348, 85480
1360, 97, 11412, 53058
1361, 5, 6643, 19983
1362, 30, 20806, 64222
1363, 43, 12490, 41172
1364, 24, 12565, 38851
1365, 29, 7189, 23253
1366, 57, 7412, 28738
1367, 80, 721, 14967
1368, 81, 29467, 101527
1369, 26, 1274, 5178
1370, 58, 10412, 37968
1371, 4, 26720, 80196
1372, 20, 5782, 18150
1373, 3, 27819, 83479
1374, 70, 3513, 20343
1375, 90, 27276, 98032
1376, 97, 284, 19674
1377, 38, 14726, 47070
1378, 39, 2380, 10186
1379, 98, 26845, 99747
1380, 67, 7254, 30744
1381, 77, 28830, 98352
1382, 3, 26343, 79051
1383, 81, 29663, 102115
1384, 94, 2722, 25842
1385, 53, 792, 7998
1386, 11, 23810, 71676
1387, 90, 14035, 58309
1388, 81, 21360, 77206
1389, 38, 27087, 84153
1390, 69, 24934, 84328
1391, 45, 15403, 50263
1392, 29, 469, 3093
1393, 25, 15857, 48825
1394, 19, 28612, 86562
1395, 83, 529, 15369
1396, 65, 21050, 71604
1397, 69, 18784, 65878
1398, 97, 24415, 92067
1399, 63, 24288, 80806
1400, 20, 15070, 46014
1401, 65, 2370, 15564
1402, 91, 5005, 31581
1403, 48, 13737, 45823
1404, 18, 17488, 53116
1405, 9, 16305, 49081
1406, 8, 1803, 5541
1407, 52, 1408, 9636
1408, 51, 12790, 43576
1409, 61, 24636, 81354
1410, 92, 26214, 95574
1411, 54, 2029, 11923
1412, 86, 1369, 18903
1413, 81, 19555, 71791
1414, 60, 7330, 29194
1415, 5, 16779, 50391
1416, 63, 4247, 20683
1417, 75, 24607, 85075
1418, 64, 22423, 75465
1419, 36, 2668, 10600
1420, 34, 1487, 6777
1421, 19, 20056, 60894
1422, 96, 2383, 25585
1423, 80, 2211, 19437
1424, 86, 15737, 62007
1425, 70, 19821, 69267
1426, 72, 14249, 53119
1427, 45, 14841, 48577
1428, 98, 4363, 32301
1429, 8, 5040, 15252
1430, 90, 18681, 72247
1431, 64, 22633, 76095
1432, 95, 27796, 101442
1433, 47, 9191, 31995
1434, 16, 18534, 56118
1435, 58, 3747, 17973
1436, 28, 23878, 73206
1437, 29, 27084, 82938
1438, 91, 7291, 38439
1439, 36, 1885, 8251
1440, 53, 12068, 41826
1441, 29, 9870, 31296
1442, 14, 19671, 59409
1443, 93, 3005, 26317
1444, 70, 25992, 87780
1445, 7, 11598, 34896
1446, 5, 8876, 26682
1447, 0, 5120, 15364
1448, 57, 927, 9283
1449, 72, 28579, 96109
1450, 78, 6467, 31573
1451, 55, 20439, 67371
1452, 70, 9451, 38157
1453, 23, 23062, 70248
1454, 35, 7799, 25851
1455, 37, 8437, 28053
1456, 10, 26048, 78348
1457, 42, 166, 4030
1458, 25, 9014, 28296
1459, 12, 9410, 28522
1460, 0, 7111, 21337
1461, 26, 6981, 22299
1462, 67, 1747, 14223
1463, 16, 6363, 19605
1464, 15, 24190, 73024
1465, 98, 21082, 82458
1466, 30, 4470, 15214
1467, 79, 3983, 24435
1468, 91, 24502, 90072
1469, 76, 23357, 81627
1470, 14, 24762, 74682
1471, 38, 29795, 92277
1472, 40, 5140, 18624
1473, 1, 25790, 77376
1474, 63, 19471, 66355
1475, 22, 24719, 75129
1476, 53, 11153, 39081
1477, 32, 21406, 66270
1478, 94, 15174, 63198
1479, 53, 16255, 54387
1480, 6, 23034, 69178
1481, 30, 20244, 62536
1482, 72, 3143, 19801
1483, 85, 17235, 66159
1484, 55, 28529, 91641
1485, 53, 7497, 28113
1486, 38, 21390, 67062
1487, 68, 10591, 41025
1488, 63, 16618, 57796
1489, 24, 20445, 62491
1490, 63, 27817, 91393
1491, 19, 20140, 61146
1492, 62, 24750, 81942
1493, 53, 16480, 55062
1494, 12, 23228, 69976
1495, 30, 5238, 17518
1496, 67, 9947, 38823
1497, 64, 23769, 79503
1498, 15, 974, 3376
1499, 5, 5291, 15927
1500, 26, 2530, 8946
1501, 9, 17475, 52591
1502, 90, 1545, 20839
1503, 99, 9842, 49132
1504, 63, 18184, 62494
1505, 86, 13067, 53997
1506, 49, 15950, 52656
1507, 34, 12962, 41202
1508, 21, 23270, 70696
1509, 74, 16275, 59781
1510, 35, 26798, 82848
1511, 36, 22599, 70393
1512, 97, 18921, 75585
1513, 87, 26290, 94012
1514, 22, 23266, 70770
1515, 45, 24864, 78646
1516, 0, 14547, 43645
1517, 25, 26674, 81276
1518, 10, 28676, 86232
1519, 74, 1571, 15669
1520, 56, 21815, 71721
1521, 17, 29520, 89142
1522, 89, 3652, 26802
1523, 11, 1016, 3294
1524, 28, 3585, 12327
1525, 71, 9024, 37158
1526, 90, 1892, 21880
1527, 70, 2634, 17706
1528, 27, 7148, 22906
1529, 44, 19366, 61974
1530, 34, 18748, 58560
1531, 82, 14905, 58167
1532, 6, 23050, 69226
1533, 5, 5406, 16272
1534, 14, 24119, 72753
1535, 46, 5883, 21885
1536, 26, 28223, 86025
1537, 73, 27061, 91845
1538, 67, 15828, 56466
1539, 67, 28214, 93624
1540, 42, 16838, 54046
1541, 43, 12654, 41664
1542, 21, 27942, 84712
1543, 37, 12951, 41595
1544, 91, 18859, 73143
1545, 66, 24254, 81478
1546, 48, 28500, 90112
1547, 39, 25983, 80995
1548, 2, 8015, 24057
1549, 44, 19216, 61524
1550, 37, 1562, 7428
1551, 6, 23425, 70351
1552, 86, 26856, 95364
1553, 4, 25409, 76263
1554, 20, 16966, 51702
1555, 58, 20709, 68859
1556, 22, 4606, 14790
1557, 47, 9253, 32181
1558, 52, 25660, 82392
1559, 85, 20007, 74475
1560, 84, 21487, 78577
1561, 46, 26369, 83343
1562, 36, 3186, 12154
1563, 74, 23673, 81975
1564, 17, 3692, 11658
1565, 58, 2270, 13542
1566, 97, 15349, 64869
1567, 55, 2621, 13917
1568, 82, 28666, 99450
1569, 75, 8445, 36589
1570, 62, 9442, 36018
1571, 47, 16268, 53226
1572, 62, 28273, 92511
1573, 94, 10605, 49491
1574, 59, 19181, 64509
1575, 97, 25266, 94620
1576, 38, 3968, 14796
1577, 36, 8055, 26761
1578, 90, 29662, 105190
1579, 87, 19631, 74035
1580, 7, 295, 987
1581, 92, 5667, 33933
1582, 25, 26639, 81171
1583, 32, 3511, 12585
1584, 59, 572, 8682
1585, 85, 22511, 81987
1586, 58, 752, 8988
1587, 39, 435, 4351
1588, 21, 6887, 21547
1589, 25, 25423, 77523
1590, 30, 4995, 16789
1591, 70, 13502, 50310
1592, 12, 9510, 28822
1593, 71, 14120, 52446
1594, 51, 3295, 15091
1595, 55, 6057, 24225
1596, 33, 9546, 30820
1597, 46, 28500, 89736
1598, 70, 1713, 14943
1599, 18, 1144, 4084
1600, 66, 29303, 96625
1601, 15, 12577, 38185
1602, 57, 3511, 17035
1603, 13, 4834, 14844
1604, 87, 12072, 51358
1605, 68, 26578, 88986
1606, 73, 17476, 63090
1607, 3, 15573, 46741
1608, 36, 4521, 16159
1609, 51, 20765, 67501
1610, 5, 21183, 63603
1611, 26, 21232, 65052
1612, 81, 1899, 18823
1613, 43, 22955, 72567
1614, 26, 10275, 32181
1615, 69, 16647, 59467
1616, 41, 26483, 82815
1617, 76, 18843, 68085
1618, 21, 2688, 8950
1619, 22, 8866, 27570
1620, 16, 5883, 18165
1621, 42, 16639, 53449
1622, 8, 585, 1887
1623, 5, 10110, 30384
1624, 69, 9680, 38566
1625, 61, 1117, 10797
1626, 93, 21700, 82402
1627, 23, 18443, 56391
1628, 41, 23779, 74703
1629, 64, 6447, 27537
1630, 42, 28845, 90067
1631, 80, 18924, 69576
1632, 30, 23544, 72436
1633, 34, 12899, 41013
1634, 63, 21139, 71359
1635, 57, 5242, 22228
1636, 64, 4650, 22146
1637, 87, 27868, 98746
1638, 40, 23401, 73407
1639, 59, 21826, 72444
1640, 35, 1636, 7362
1641, 49, 23536, 75414
1642, 32, 13879, 43689
1643, 43, 29826, 93180
1644, 67, 28649, 94929
1645, 12, 26088, 78556
1646, 78, 6295, 31057
1647, 19, 22960, 69606
1648, 7, 7886, 23760
1649, 45, 28803, 90463
1650, 44, 21304, 67788
1651, 56, 2755, 14541
1652, 51, 13435, 45511
1653, 40, 23924, 74976
1654, 19, 12894, 39408
1655, 22, 23207, 70593
1656, 27, 11310, 35392
1657, 82, 22239, 80169
1658, 61, 11872, 43062
1659, 21, 2526, 8464
1660, 13, 13175, 39867
1661, 52, 27615, 88257
1662, 79, 27688, 95550
1663, 32, 24282, 74898
1664, 46, 21180, 67776
1665, 58, 2003, 12741
1666, 75, 3511, 21787
1667, 88, 12435, 52797
1668, 30, 26039, 79921
1669, 25, 924, 4026
1670, 14, 21150, 63846
1671, 57, 55, 6667
1672, 67, 25587, 85743
1673, 53, 26673, 85641
1674, 27, 2182, 8008
1675, 6, 28069, 84283
1676, 98, 1059, 22389
1677, 4, 19227, 57717
1678, 35, 19369, 60561
1679, 0, 1730, 5194
1680, 54, 28300, 90736
1681, 77, 17641, 64785
1682, 47, 5975, 22347
1683, 71, 9701, 39189
1684, 51, 24998, 80200
1685, 21, 6382, 20032
1686, 78, 9842, 41698
1687, 1, 17018, 51060
1688, 44, 20094, 64158
1689, 46, 446, 5574
1690, 0, 9202, 27610
1691, 13, 14690, 44412
1692, 38, 26438, 82206
1693, 43, 6052, 21858
1694, 23, 11106, 34380
1695, 18, 1920, 6412
1696, 67, 15620, 55842
1697, 29, 10559, 33363
1698, 2, 6497, 19503
1699, 61, 4974, 22368
1700, 99, 14351, 62659
1701, 37, 3041, 11865
1702, 41, 11298, 37260
1703, 34, 20983, 65265
1704, 46, 24726, 78414
1705, 32, 24094, 74334
1706, 95, 29677, 107085
1707, 3, 15002, 45028
1708, 84, 488, 15580
1709, 69, 22915, 78271
1710, 0, 5019, 15061
1711, 47, 3085, 13677
1712, 57, 23789, 77869
1713, 3, 2525, 7597
1714, 63, 20765, 70237
1715, 53, 24760, 79902
1716, 58, 19643, 65661
1717, 1, 5037, 15117
1718, 85, 198, 15048
1719, 7, 4918, 14856
1720, 94, 25346, 93714
1721, 79, 27850, 96036
1722, 44, 2701, 11979
1723, 8, 29399, 88329
1724, 86, 353, 15855
1725, 76, 3263, 21345
1726, 73, 8348, 35706
1727, 62, 18464, 63084
1728, 59, 16654, 56928
1729, 6, 3929, 11863
1730, 38, 4051, 15045
1731, 52, 10570, 37122
1732, 9, 22387, 67327
1733, 32, 26203, 80661
1734, 8, 10806, 32550
1735, 45, 7871, 27667
1736, 38, 29323, 90861
1737, 8, 26106, 78450
1738, 26, 25258, 77130
1739, 71, 6048, 28230
1740, 91, 1913, 22305
1741, 77, 8544, 37494
1742, 61, 684, 9498
1743, 77, 11842, 47388
1744, 43, 12337, 40713
1745, 7, 5933, 17901
1746, 79, 15051, 57639
1747, 33, 15532, 48778
1748, 98, 25597, 96003
1749, 74, 11761, 46239
1750, 24, 809, 3583
1751, 51, 16667, 55207
1752, 32, 2761, 10335
1753, 31, 180, 2466
1754, 71, 19454, 68448
1755, 37, 4734, 16944
1756, 79, 8087, 36747
1757, 47, 1599, 9219
1758, 38, 2277, 9723
1759, 44, 25850, 81426
1760, 44, 17692, 56952
1761, 29, 18320, 56646
1762, 26, 19276, 59184
1763, 49, 7783, 28155
1764, 7, 21025, 63177
1765, 96, 2170, 24946
1766, 60, 20248, 67948
1767, 30, 1441, 6127
1768, 58, 20500, 68232
1769, 51, 26626, 85084
1770, 58, 2511, 14265
1771, 29, 248, 2430
1772, 30, 2228, 8488
1773, 79, 29427, 100767
1774, 55, 27421, 88317
1775, 25, 18128, 55638
1776, 95, 28312, 102990
1777, 89, 17803, 69255
1778, 63, 20128, 68326
1779, 60, 1538, 11818
1780, 15, 21929, 66241
1781, 90, 2043, 22333
1782, 28, 28747, 87813
1783, 65, 105, 8769
1784, 66, 1651, 13669
1785, 29, 15083, 46935
1786, 48, 21239, 68329
1787, 76, 13462, 51942
1788, 57, 24728, 80686
1789, 32, 21492, 66528
1790, 48, 13837, 46123
1791, 21, 25164, 76378
1792, 26, 28525, 86931
1793, 59, 10788, 39330
1794, 26, 26125, 79731
1795, 97, 24325, 91797
1796, 29, 299, 2583
1797, 39, 12926, 41824
1798, 88, 23818, 86946
1799, 77, 14955, 56727
1800, 39, 28528, 88630
1801, 16, 3192, 10092
1802, 83, 13100, 53082
1803, 81, 13024, 52198
1804, 66, 6411, 27949
1805, 80, 24187, 85365
1806, 69, 24365, 82621
1807, 75, 1223, 14923
1808, 2, 24163, 72501
1809, 2, 613, 1851
1810, 99, 18140, 74026
1811, 1, 18680, 56046
1812, 31, 4097, 14217
1813, 48, 522, 6178
1814, 80, 8093, 37083
1815, 62, 17760, 60972
1816, 21, 27713, 84025
1817, 21, 25519, 77443
1818, 88, 7911, 39225
1819, 21, 13663, 41875
1820, 38, 677, 4923
1821, 27, 18062, 55648
1822, 50, 1428, 9288
1823, 36, 1112, 5932
1824, 87, 9794, 44524
1825, 3, 20310, 60952
1826, 14, 14933, 45195
1827, 51, 5988, 23170
1828, 60, 21089, 70471
1829, 48, 25768, 81916
1830, 96, 22091, 84709
1831, 91, 29136, 103974
1832, 27, 1759, 6739
1833, 8, 15258, 45906
1834, 71, 10607, 41907
1835, 47, 10650, 36372
1836, 45, 5821, 21517
1837, 31, 13368, 42030
1838, 7, 12572, 37818
1839, 63, 11256, 41710
1840, 78, 1489, 16639
1841, 9, 1534, 4768
1842, 56, 7615, 29121
1843, 36, 20945, 65431
1844, 92, 16708, 67056
1845, 28, 15455, 47937
1846, 12, 13150, 39742
1847, 41, 17473, 55785
1848, 35, 10258, 33228
1849, 68, 833, 11751
1850, 88, 1246, 19230
1851, 16, 12569, 38223
1852, 96, 25485, 94891
1853, 41, 17278, 55200
1854, 4, 15995, 48021
1855, 50, 20317, 65955
1856, 1, 4057, 12177
1857, 53, 3941, 17445
1858, 19, 25188, 76290
1859, 51, 13253, 44965
1860, 99, 13425, 59881
1861, 31, 24375, 75051
1862, 80, 2028, 18888
1863, 95, 13, 18093
1864, 24, 3233, 10855
1865, 81, 7594, 35908
1866, 12, 19466, 58690
1867, 64, 8549, 33843
1868, 29, 8203, 26295
1869, 0, 1130, 3394
1870, 21, 29482, 89332
1871, 5, 273, 873
1872, 50, 11042, 38130
1873, 62, 18579, 63429
1874, 52, 3466, 15810
1875, 65, 11466, 42852
1876, 21, 22450, 68236
1877, 62, 5944, 25524
1878, 40, 3534, 13806
1879, 14, 29003, 87405
1880, 34, 17750, 55566
1881, 17, 25055, 75747
1882, 29, 28332, 86682
1883, 26, 1029, 4443
1884, 86, 25088, 90060
1885, 69, 1491, 13999
1886, 22, 13169, 40479
1887, 5, 1948, 5898
1888, 51, 4724, 19378
1889, 85, 657, 16425
1890, 16, 14458, 43890
1891, 89, 24679, 89883
1892, 30, 10957, 34675
1893, 13, 8811, 26775
1894, 12, 21435, 64597
1895, 61, 22772, 75762
1896, 9, 14071, 42379
1897, 5, 6888, 20718
1898, 45, 17724, 57226
1899, 51, 5761, 22489
1900, 33, 4915, 16927
1901, 39, 8017, 27097
1902, 51, 615, 7051
1903, 70, 23940, 81624
1904, 30, 21655, 66769
1905, 62, 614, 9534
1906, 89, 4220, 28506
1907, 72, 9765, 39667
1908, 62, 395, 8877
1909, 99, 13015, 58651
1910, 65, 20781, 70797
1911, 77, 190, 12432
1912, 57, 6733, 26701
1913, 64, 1995, 14181
1914, 10, 18178, 54738
1915, 58, 19042, 63858
1916, 12, 29038, 87406
1917, 88, 23901, 87195
1918, 69, 19430, 67816
1919, 27, 12627, 39343
1920, 41, 21586, 68124
1921, 56, 282, 7122
1922, 33, 22231, 68875
1923, 6, 2442, 7402
1924, 21, 948, 3730
1925, 97, 28292, 103698
1926, 17, 7274, 22404
1927, 9, 28979, 87103
1928, 51, 1776, 10534
1929, 35, 23442, 72780
1930, 94, 2581, 25419
1931, 44, 17711, 57009
1932, 54, 3703, 16945
1933, 52, 5422, 21678
1934, 50, 20644, 66936
1935, 9, 26000, 78166
1936, 10, 18543, 55833
1937, 23, 11190, 34632
1938, 87, 24789, 89509
1939, 22, 18976, 57900
1940, 7, 11536, 34710
1941, 2, 28539, 85629
1942, 69, 24507, 83047
1943, 46, 26331, 83229
1944, 61, 15672, 54462
1945, 21, 15685, 47941
1946, 12, 3407, 10513
1947, 44, 24688, 77940
1948, 63, 20503, 69451
1949, 92, 6860, 37512
1950, 88, 14874, 60114
1951, 59, 4292, 19842
1952, 92, 15284, 62784
1953, 77, 9024, 38934
1954, 78, 6076, 30400
1955, 93, 23407, 87523
1956, 57, 19814, 65944
1957, 7, 17347, 52143
1958, 38, 22888, 71556
1959, 48, 21053, 67771
1960, 60, 4700, 21304
1961, 76, 18410, 66786
1962, 96, 9318, 46390
1963, 99, 10670, 51616
1964, 2, 28694, 86094
1965, 24, 13888, 42820
1966, 21, 20624, 62758
1967, 90, 2118, 22558
1968, 71, 3306, 20004
1969, 83, 1939, 19599
1970, 12, 933, 3091
1971, 30, 25854, 79366
1972, 33, 2176, 8710
1973, 55, 28004, 90066
